ta_token,ta_counter
gesundkernigen,1
gesungen,48
gesungene,3
gesungenen,1
gesungne,1
gesunken,20
gesunkene,5
gesunkenen,2
gesunkener,1
gesunknen,1
gesunntt,1
gesängen,1
gesät,4
gesäten,1
gesättiget,1
gesättigt,15
gesättigte,3
gesättigten,2
gesäubert,10
gesäuerten,1
gesäugt,2
gesühnt,4
gesünder,7
gesünderen,1
gesünderer,1
gesündeste,1
gesündesten,1
gesündigt,12
get,1
getadelt,19
getadelte,1
getafelt,1
getan,386
getane,7
getanen,3
getankt,1
getanzt,21
getanzten,1
getaucht,10
getauchte,1
getaufft,1
getauft,32
getaufte,2
getauften,1
getaufter,1
getaugt,1
getaumelt,1
getauscht,3
getauten,1
geteert,1
geteilt,44
geteilte,2
geteiltem,2
geteilten,4
gethan,81
getheilt,8
getheilte,1
getheilten,2
getheilter,1
gethürmten,1
getigert,1
getilgt,6
getippt,1
getobt,4
getollt,1
getrachtet,3
getragen,162
getragene,5
getragenen,4
getragener,1
getraue,7
getrauen,1
getraut,6
getraute,5
getrauten,4
getreider,1
getrennet,1
getrennt,119
getrennte,23
getrennten,27
getrennter,5
getrenntes,4
getreten,107
getretene,7
getretenem,1
getreu,43
getreue,13
getreuem,1
getreuen,16
getreuer,25
getreues,2
getreueste,2
getreuesten,1
getrieben,164
getriebene,3
getriebenem,1
getriebenen,8
getriebener,1
getrocknet,5
getrocknete,5
getrocknetem,4
getrockneten,7
getrocknetes,2
getroffen,129
getroffene,3
getroffenen,3
getrommelt,1
getroster,1
getrotzt,7
getrunken,43
getränkt,7
getränkte,2
geträumt,37
geträumte,3
geträumten,2
geträumter,1
getrösten,1
getröstet,10
getröstete,1
getrösteten,1
getrübt,15
getrübte,1
getrübter,2
getunkt,1
getzreier,1
getäfelt,2
getäfelten,2
getändelt,3
getäuscht,56
getäuschte,3
getäuschter,1
getödtet,8
getödteten,1
getönt,2
getönte,1
getönten,1
getönter,1
getötet,28
getötete,1
getöteten,2
getüncht,1
getünchte,2
getünchten,2
getüpfelt,2
getüpfelte,6
getüpfelten,4
getürmt,3
getürmten,4
geurteilt,8
geurtheilt,2
gevierteilt,1
gevierten,1
gewachsen,116
gewachsene,8
gewachsenem,2
gewachsenen,3
gewachsener,1
gewachsenes,1
gewacht,2
gewaffnete,2
gewaffneten,1
gewaffneter,2
gewagt,57
gewagte,8
gewagten,6
gewagter,2
gewagtere,1
gewagterer,1
gewagtes,3
gewagteste,1
gewagtesten,1
gewahr,78
gewahren,11
gewahrend,1
gewahrnehmen,1
gewahrt,30
gewahrte,15
gewahrten,8
gewalt,2
gewaltet,5
gewaltig,84
gewaltige,91
gewaltigem,7
gewaltigen,135
gewaltiger,48
gewaltigerem,1
gewaltigeren,3
gewaltiges,17
gewaltigste,7
gewaltigsten,6
gewaltkräftigsten,1
gewaltlos,2
gewaltlose,1
gewaltsam,64
gewaltsame,16
gewaltsamem,2
gewaltsamen,28
gewaltsamer,12
gewaltsames,3
gewaltsamste,4
gewaltsamsten,2
gewaltthätig,3
gewaltthätige,2
gewaltthätigen,2
gewaltthätiger,1
gewalttätig,7
gewalttätige,2
gewalttätigen,6
gewalttätiger,1
gewalttätiges,2
gewalttätigste,1
gewalzter,1
gewand,1
gewandelt,19
gewandelte,2
gewandelten,2
gewandert,18
gewanderter,1
gewandet,2
gewandeten,1
gewandeter,1
gewandt,36
gewandte,10
gewandtem,1
gewandten,7
gewandter,10
gewandtheit,1
gewankt,1
gewann,105
gewannen,39
gewappnet,2
gewappnete,2
gewarden,1
gewarnt,16
gewarten,1
gewartet,25
gewaschen,14
gewaschene,1
gewaschenen,1
gewaschener,1
gewebeartige,1
gewebt,4
gewebten,1
gewebter,1
gewechselt,25
gewechselten,1
gewechselter,1
geweckt,36
geweckte,1
gewecktem,1
geweckten,2
gewedelt,1
gewehrt,7
geweht,4
geweidet,1
geweigert,5
geweiheten,1
geweiht,33
geweihte,12
geweihten,15
geweihter,2
geweihtes,5
geweilt,3
geweint,18
geweissagt,4
geweissagte,1
geweitet,3
geweiteten,1
geweißt,1
geweißten,2
geweißter,1
gewellt,1
gewellte,1
gewellten,1
gewendet,26
gewendete,1
gewendeten,1
gewendetes,1
gewerbfleißiger,1
gewerbfleißigsten,1
gewerblichen,2
gewerbsmäßig,1
gewerbsmäßigen,1
gewerbthätiger,1
gewerkschaftliche,1
gewerkschaftlichen,3
gewertet,9
gewertig,1
gewesen,13
gewesene,3
gewesenen,16
gewesener,2
gewetteifert,1
gewettet,2
gewetzten,1
gewichen,12
gewichst,1
gewichtig,2
gewichtige,3
gewichtigen,2
gewichtiger,1
gewichtigere,2
gewichtiges,1
gewichtigste,1
gewichtigsten,3
gewickelt,12
gewickelte,1
gewickelten,1
gewidmet,67
gewidmete,1
gewidmeten,3
gewidmeter,1
gewidmetes,1
gewiegt,2
gewiegte,1
gewiegten,2
gewiegter,1
gewiesen,23
gewillt,13
gewinkt,2
gewinnbringend,1
gewinnbringende,1
gewinnbringenden,1
gewinnbringender,2
gewinne,8
gewinnen,245
gewinnend,4
gewinnende,4
gewinnenden,1
gewinnender,1
gewinnendsten,1
gewinnet,2
gewinnsüchtiger,1
gewinnt,92
gewirkt,60
gewirkte,1
gewirkten,1
gewirtschaftet,1
gewischt,2
gewisen,1
gewiss,41
gewisse,364
gewissem,32
gewissen,389
gewissenhaft,37
gewissenhafte,17
gewissenhaften,7
gewissenhafter,7
gewissenhaftes,1
gewissenhafteste,2
gewissenhaftesten,1
gewissenhaftestes,1
gewissenlos,3
gewissenlose,2
gewissenlosen,8
gewissenloser,4
gewissenloses,1
gewissenloseste,1
gewisser,114
gewissere,1
gewisses,56
gewisseste,1
gewissesten,1
gewitterbangen,1
gewitterhaften,1
gewitterschwangeren,1
gewitterschwüle,1
gewittert,2
gewitzelt,1
gewitzigt,3
gewitzigten,1
gewitzte,1
gewitzten,1
gewitzter,1
gewiß,598
gewiße,1
gewißen,1
gewoben,10
gewogen,14
gewogenen,1
gewogener,2
gewohnet,2
gewohnheitbedingtestem,1
gewohnheiten,1
gewohnheitsmäßig,3
gewohnheitsmäßige,1
gewohnheitsmäßigen,1
gewohnheitsmäßiger,1
gewohnt,129
gewohnte,14
gewohntem,1
gewohnten,32
gewohnter,10
gewohntes,3
gewohntesten,1
gewollt,50
gewollte,3
gewollten,5
gewollter,1
gewolltes,2
gewonnen,195
gewonnene,18
gewonnenen,24
gewonnener,3
geworben,2
geworbene,2
geworden,6
gewordene,48
gewordenen,90
gewordener,7
gewordenes,5
gewordnen,2
gewordner,1
geworfen,131
geworfene,3
geworfenen,1
geworfener,1
gewuchert,2
gewunden,9
gewundene,2
gewundenem,1
gewundenen,3
gewundener,1
gewundert,6
gewundnen,1
gewurzelt,1
gewurzelte,1
gewusst,9
gewußt,90
gewußte,2
gewählt,102
gewählte,13
gewähltem,1
gewählten,15
gewählter,2
gewählteren,1
gewähltes,1
gewähltesten,1
gewähnt,1
gewähnten,1
gewähre,3
gewähren,101
gewährend,3
gewährende,2
gewähret,1
gewährleisten,3
gewährleistet,2
gewährleistete,3
gewährleisteten,1
gewährt,100
gewährte,54
gewährten,14
gewälzt,5
gewänne,2
gewännen,1
gewärmt,4
gewärtig,8
gewärtigen,4
gewärtigenden,1
gewöhne,3
gewöhnen,36
gewöhnenden,1
gewöhnet,1
gewöhnlich,301
gewöhnliche,72
gewöhnlichem,6
gewöhnlichen,171
gewöhnlicher,38
gewöhnlicheren,2
gewöhnliches,13
gewöhnlichste,3
gewöhnlichsten,12
gewöhnlichster,1
gewöhnt,101
gewöhnte,18
gewöhnten,8
gewöhnter,2
gewöhntes,1
gewölbt,11
gewölbte,8
gewölbten,11
gewölbter,2
gewölbtes,1
gewölbähnlichen,1
gewönne,3
gewönnen,3
gewühlt,1
gewünscht,56
gewünschte,7
gewünschten,10
gewünschter,1
gewünschteren,1
gewürdigt,28
gewürdigte,1
gewürdigten,2
gewürdigtes,1
gewürfelt,1
gewürfelten,1
gewürkt,1
gewürkter,1
gewürzigsten,1
gewürzt,3
gewürzte,2
gewütet,7
gewüthet,2
geysirhaft,1
gez,1
gezackten,4
gezackter,1
gezahlt,13
gezahlte,2
gezahlten,2
gezankt,3
gezaubert,2
gezaudert,2
gezecht,3
gezehrt,1
gezeichnet,73
gezeichnete,4
gezeichneten,11
gezeichneter,1
gezeichnetes,2
gezeiget,3
gezeigt,221
gezeigte,1
gezeigten,1
gezeitigt,5
gezerrt,2
gezeuget,2
gezeugt,13
gezeugte,1
geziehen,1
gezielt,2
gezieme,1
geziemen,2
geziemend,2
geziemende,4
geziemenden,2
geziemender,5
geziemt,6
geziemte,1
gezieret,2
geziert,22
gezierte,4
geziertem,1
gezierten,3
geziertes,1
gezimmert,7
gezimmerter,1
gezirkelte,1
gezischelt,1
gezischelte,1
gezittert,7
gezogen,224
gezogene,9
gezogenen,16
gezogener,3
gezollt,6
gezuckt,1
gezuckten,1
gezupft,1
gezupfte,2
gezupfter,1
gezwackt,1
gezweifelt,5
gezwirntem,3
gezwirnten,1
gezwungen,193
gezwungene,2
gezwungenem,1
gezwungenen,2
gezwungnen,1
gezwängt,1
gezwängter,1
gezählt,23
gezählte,1
gezählten,1
gezähmt,7
gezähmte,1
gezähmten,2
gezögert,1
gezüchtet,4
gezüchtete,1
gezüchtiget,2
gezüchtigt,6
gezückt,3
gezücktem,1
gezügelt,1
gezürnt,2
geächtet,8
geächteten,2
geächzt,1
geäderte,1
geäfften,1
geändert,69
geänderte,1
geänderten,1
geängstete,1
geängsteter,1
geängstigt,9
geängstigten,4
geängstigter,2
geärgert,19
geätzte,1
geäusserten,1
geäußert,33
geäußerte,3
geäußerten,9
geöffnet,89
geöffnete,4
geöffnetem,3
geöffneten,10
geöffnetes,1
geölt,3
geöltes,1
geübt,66
geübte,9
geübtem,1
geübten,9
geübter,5
geübteren,1
geübtes,5
geübteste,1
geübtesten,1
gfahre,1
gfellig,1
gfrogt,2
gfuetteret,1
ggange,3
ggloubt,1
ggumpet,1
ggä,1
ggäh,3
gha,15
gheie,1
ghocket,2
ghulfe,1
ghört,1
gib,26
gibst,11
gibste,1
gibt,1566
gichtiger,1
gichtischen,1
gichtisches,1
gieb,1
giebelbekrönten,1
giebelhohen,1
giebt,68
gieng,1
giengen,9
gierig,20
gierige,6
gierigem,2
gierigen,11
gieriger,1
gieriges,1
gierigsten,1
giert,1
gierte,1
gierzerfressen,1
gieße,3
gießen,11
gießender,1
gießet,1
gießt,6
gifftig,1
giftgeschwollenen,1
giftgetränkten,1
giftgrüne,1
gifthaltig,1
giftig,4
giftige,20
giftigen,12
giftiger,2
giftigste,1
giftigstem,1
giftmischte,1
giftträufelnde,1
giftträufelnden,1
gigantesken,1
gigantisch,1
gigantische,10
gigantischem,1
gigantischen,19
gigantischer,4
gigantisches,1
gilbenden,1
gilt,330
giltig,2
giltigen,1
giltiges,1
gilts,1
ging,1662
ginge,47
gingen,429
gingest,1
gings,2
giocondita,1
giocondità,1
giorno,1
gipfeln,1
gipfelt,12
gipfelte,8
girondistischen,2
girren,3
git,1
gjagt,1
gjüzlet,1
glanzlosen,2
glanzloser,1
glanzloseren,1
glanzvolle,6
glanzvollen,3
glanzvoller,1
glaseerte,1
glashellen,2
glasiert,1
glasierten,1
glasigen,2
glasirte,1
glasklar,1
glasklaren,1
glassteinbesetzten,1
glatt,55
glatte,16
glattem,2
glatten,22
glatter,8
glattes,3
glattgerittnen,1
glattgetretenen,1
glattgewaschene,1
glattrasierte,1
glattrasiertem,1
glattrasierten,1
glatzige,1
glatzköpfige,1
glatzköpfiger,1
glaub,20
glaube,508
glauben,590
glaubenlos,1
glaubens,3
glaubensarmen,1
glaubensbrüderlichen,1
glaubenseifrigsten,1
glaubensheiß,1
glaubenslos,2
glaubensunsicheren,1
glaubest,1
glaubet,13
glaubhaft,6
glaubhafteren,1
glaubiger,1
glaublich,9
glaubst,27
glaubt,340
glaubte,331
glaubten,118
glaubtest,1
glaubwürdig,11
glaubwürdige,4
glaubwürdigen,2
glaubwürdiger,4
glaubwürdiges,2
glaubwürdigsten,1
glavna,1
gleich,27
gleichalterigen,2
gleichaltrig,3
gleichaltrige,1
gleichaltrigen,1
gleichaltriger,2
gleichartig,6
gleichartige,7
gleichartigen,4
gleichartiger,4
gleichartigere,1
gleichartiges,3
gleichbedeutend,14
gleichbedeutende,1
gleichberechtigt,9
gleichberechtigte,3
gleichberechtigten,1
gleichbleibend,2
gleichbleibenden,2
gleichbleibender,3
gleichbleibt,1
gleiche,236
gleichem,76
gleichen,386
gleichend,2
gleichenden,1
gleicher,214
gleicherart,1
gleiches,26
gleichfalls,31
gleichförmig,11
gleichförmige,6
gleichförmigen,5
gleichförmiger,6
gleichförmiges,2
gleichgebliebenen,1
gleichgekommen,1
gleichgemacht,2
gleichgenommen,1
gleichgerichtet,2
gleichgerichteten,1
gleichgeschwungenen,1
gleichgesetzt,3
gleichgesinnte,1
gleichgesinnten,4
gleichgesinnter,1
gleichgestellt,4
gleichgestimmte,2
gleichgiltig,7
gleichgiltige,2
gleichgiltigen,2
gleichgiltiger,1
gleichgiltigsten,1
gleichgroßen,1
gleichgültig,126
gleichgültige,11
gleichgültigem,1
gleichgültigen,8
gleichgültiger,7
gleichgültigere,2
gleichgültigeren,1
gleichgültiges,1
gleichgültigste,1
gleichgültigsten,1
gleichheitlichen,1
gleichkam,4
gleichkamen,2
gleichkommen,2
gleichkommend,1
gleichkommender,1
gleichkommt,5
gleichkräftigem,1
gleichkämen,1
gleichlang,1
gleichlaufen,1
gleichlaufende,2
gleichlaufenden,1
gleichlautend,3
gleichlautenden,1
gleichläufigen,1
gleichmachen,1
gleichmässig,6
gleichmässiger,1
gleichmäßig,45
gleichmäßige,9
gleichmäßigem,1
gleichmäßigen,15
gleichmäßiger,7
gleichmäßigeren,2
gleichmäßigerer,1
gleichmäßiges,3
gleichmüthig,3
gleichmütig,8
gleichmütige,2
gleichmütiger,1
gleichnamig,1
gleichnamige,2
gleichnamigen,11
gleichnamiger,1
gleichnishaft,1
gleichsah,1
gleichsam,443
gleichschwingend,1
gleichsehen,1
gleichsetzen,3
gleichsetzt,1
gleichsinnig,2
gleichsinnigem,1
gleichsinnigen,1
gleichst,1
gleichstanden,1
gleichstarken,1
gleichstehendes,1
gleichsteht,1
gleichstellen,2
gleichstellt,1
gleichstellte,1
gleicht,69
gleichthun,1
gleichtun,3
gleichtönenden,1
gleichweit,1
gleichwert,1
gleichwertig,3
gleichwertige,2
gleichwertigen,1
gleichwertiges,1
gleichwie,3
gleichzeitig,198
gleichzeitige,12
gleichzeitigem,1
gleichzeitigen,20
gleichzeitiger,4
gleichzeitiges,2
gleichzukommen,1
gleichzumachen,1
gleichzusetzen,3
gleichzustellen,2
gleichzutun,1
gleiten,18
gleitende,1
gleitenden,3
gleitet,7
gleißen,1
gleißende,3
gleißenden,4
gleißender,1
gleißnerisch,1
gleißten,1
gletscherkalten,1
glich,51
gliche,3
glichen,11
glichest,1
gliedern,1
gliedert,9
gliederte,2
gliederten,2
gliedmäßige,1
gliekgültig,2
glimmen,1
glimmend,1
glimmende,1
glimmenden,5
glimmender,1
glimmendes,1
glimmernder,1
glimmt,1
glimmte,2
glimmten,2
glimpflich,6
glimpfliche,1
glimpflicher,1
glitscht,1
glitt,28
glitte,1
glitten,9
glitzerige,1
glitzern,2
glitzernd,2
glitzernde,6
glitzerndem,1
glitzernden,6
glitzernder,1
glitzerndes,2
glitzert,1
glitzerte,4
glitzerten,6
glitzt,1
glo,1
glockengeläute,1
glockenhelle,1
gloffe,1
gloh,1
gloire,1
glommen,1
gloria,2
glorieusen,1
glorieux,1
glorios,1
glorreich,14
glorreiche,8
glorreichem,1
glorreichen,13
glorreicher,2
glorreiches,1
glorreichsten,1
glorwürdigst,1
glosse,1
glossieren,1
glotzen,2
glotzt,1
glotzte,2
glotzten,3
glucksen,2
glucksten,1
glutenden,1
glutvoll,1
glutäugig,1
glutäugigen,1
glutüberhauchten,1
gly,1
glych,3
glyche,1
glychen,1
glydruuf,1
glyret,1
gläge,1
glänzen,38
glänzend,67
glänzende,75
glänzendem,7
glänzenden,103
glänzender,30
glänzendere,4
glänzenderen,1
glänzendes,10
glänzendste,11
glänzendsten,18
glänzendstes,1
glänzige,1
glänziger,1
glänzigi,2
glänzt,11
glänzte,19
glänzten,12
gläse,1
gläserne,4
gläsernen,15
glätten,3
glättend,1
glätter,1
glättet,3
glättete,1
glätteten,1
gläubig,18
gläubige,10
gläubigen,12
gläubiger,7
gläubigerer,1
glöbe,1
glöve,1
glück,1
glücken,5
glückerfüllten,1
glückhafte,2
glückhaften,2
glücklich,416
glückliche,107
glücklichem,7
glücklichen,125
glücklicher,75
glücklichere,10
glücklicheren,8
glücklicheres,2
glücklichern,3
glückliches,16
glücklichste,18
glücklichstem,1
glücklichsten,33
glücklichster,1
glücklos,2
glücklosen,4
glückloser,1
glückselig,5
glückselige,4
glückseligen,6
glückseliger,1
glückstrahlend,1
glückt,6
glückte,20
glückverheißende,1
glüenden,1
glüffe,1
glühen,4
glühend,18
glühende,27
glühendem,7
glühenden,47
glühender,14
glühendere,2
glühenderer,1
glühenderes,1
glühendes,7
glühendste,2
glühendsten,7
glühheißen,1
glüht,10
glühte,9
glühten,6
glühtest,1
gmacht,6
gmäldet,1
gmülleret,1
gmürmt,1
gn,4
gnadenlos,1
gnadenlosen,2
gnadenloser,1
gnadenreiche,1
gnadenreichen,2
gnadenvolle,1
gnadenvolles,1
gnadevollem,1
gnitterische,1
gno,1
gnoh,1
gnostischen,1
gnue,1
gnug,5
gnugsam,1
gnädig,33
gnädige,25
gnädigen,11
gnädiger,14
gnädiges,1
gnädigst,7
gnädigste,6
gnädigsten,10
gnädigster,10
go,9
gobelingestickten,1
goes,1
goethesche,1
goethische,1
goethischen,3
goethischer,1
goh,2
going,1
gold,2
goldatmende,1
goldbesticktem,1
goldbestickten,1
goldbestickter,1
golddurchwirkt,1
golden,10
goldene,90
goldenem,6
goldenen,134
goldener,14
goldenes,10
goldfarben,1
goldfarbig,1
goldfließende,1
goldfunkelnden,1
goldgefüllte,3
goldgelb,2
goldgelben,1
goldgepreßten,2
goldgerahmtes,1
goldgeränderten,1
goldgeschmückt,1
goldgestickt,1
goldgestickte,1
goldgestickten,3
goldgestickter,1
goldgesticktes,1
goldgewirkten,1
goldgierige,2
goldgierigen,1
goldglänzende,1
goldglänzenden,1
goldgrün,1
goldgrüne,1
goldhaariger,1
goldhaltigen,1
goldhungrige,1
goldig,3
goldige,1
goldiges,1
goldklimpernden,1
goldlockigen,1
goldne,11
goldnem,1
goldnen,25
goldner,5
goldnes,3
goldreich,1
goldrotem,1
goldroter,1
goldschimmernden,1
goldstrotzenden,3
goldverklärten,1
goldverzierten,1
gondeln,1
gondle,1
gonorrhoischen,1
good,1
gordischen,2
gorge,1
goss,1
gossen,1
got,1
gothisch,1
gothische,2
gothischen,5
gotisch,4
gotische,22
gotischem,1
gotischen,29
gotischer,4
gotisches,3
gott,3
gottbegeisterter,2
gottbegnadete,3
gottbegnadeten,2
gottbeseelten,1
gottdenkender,1
gotterfüllter,1
gottergeben,2
gottergebener,1
gottergebenes,1
gottergebnen,1
gotterleuchteten,1
gottesdienst,1
gottesdienstes,1
gottesdienstliche,1
gottesdienstlichen,2
gottesfürchtig,1
gottesfürchtige,1
gottesfürchtigen,1
gotteslästerliche,2
gottesmörderisch,1
gotteswillen,1
gottfeindliche,1
gottgefällig,2
gottgefälligere,1
gottgefälliges,1
gottgeschaffenen,1
gottgewollten,2
gottgleichen,1
gottgleicher,1
gotthafte,1
gottlos,7
gottlose,5
gottlosen,8
gottloser,4
gottselige,1
gottseligen,3
gottverdammte,1
gottverdammten,1
gottverfluchten,2
gottverschwendenden,1
gottwohlgefälligste,1
gottähnlichen,1
goute,1
goutieren,1
goutierten,1
gouvernantenhafte,1
gouvernement,1
goß,19
goût,2
gr,1
grabe,2
graben,19
grabentstiegen,1
grabesnächtig,1
grabesstarren,1
grabt,1
grad,11
grade,88
gradem,1
graden,6
grader,2
gradestehen,1
gradezu,1
gradlinig,3
gradlinige,1
gradliniger,1
gradmäßige,1
gradsinniger,1
graduelle,1
gradueller,1
gradus,1
gradweise,1
graecae,1
graf,1
gram,2
gramerfüllt,1
graminis,1
grammatikalische,2
grammatikalischen,1
grammatikalischer,1
grammatische,10
grammatischen,8
grammatischer,1
grammatisches,1
grand,2
grandes,1
grandeur,2
grandios,2
grandiose,10
grandiosen,15
grandioser,4
grandioses,1
grandiosesten,1
grandissant,1
grands,1
granitartige,1
granitnen,1
graphische,1
graphischen,2
graphischer,1
grasbewachsenen,1
grasen,2
grasend,1
grasenden,1
grasendes,1
graseten,1
grasgrüne,3
grasgrünem,1
grasgrünen,2
grasgrüner,1
grasreich,2
grasreichen,2
grasses,1
grassiert,3
grassirenden,1
grasten,3
gratis,5
gratitude,1
gratuliere,1
gratulieren,4
gratulieret,1
gratulierten,1
grau,42
graublassen,1
graublau,1
graublaue,2
graubraun,1
graubrauner,1
graubruuni,1
graubärtiger,1
graue,44
grauem,12
grauen,101
grauendem,1
grauenden,1
grauenerregend,1
grauenerregende,1
grauenerregenden,2
grauenhaft,5
grauenhafte,4
grauenhaften,8
grauenhaftes,1
grauenhaftesten,1
grauenhaftschöner,1
grauenvoll,5
grauenvolle,3
grauenvollen,6
grauenvoller,2
grauer,20
graues,15
grauet,1
graufahl,1
graugedunsene,1
graugelb,1
graugelben,1
graugesprenkelte,1
graugrün,2
graugrüne,1
graugrünen,5
graugrüner,1
grauhaarige,1
graui,1
grauköpfigen,1
graulicht,1
grausam,56
grausame,27
grausamen,29
grausamer,22
grausamere,1
grausameren,1
grausames,1
grausamlich,1
grausamste,8
grausamsten,8
grauschwarz,1
grauschwarze,2
grauschwarzen,2
grause,1
grauseidenen,2
grauseidnen,1
grausender,1
grausenerregende,1
grausenvoller,1
grauses,1
grausige,4
grausigen,7
grausiger,2
grausigere,1
grausigeren,1
grausiges,3
grausigste,2
grauslichen,1
graust,1
grauste,1
graut,6
graute,3
grauviolette,1
gravidave,1
gravis,1
gravitiert,1
gravitierte,1
gravitätisch,4
gravitätische,2
gravitätischen,1
grazil,1
graziler,1
graziös,6
graziöse,3
graziösen,8
graziöser,3
graß,1
gregorianische,1
gregorianischen,1
greicht,1
greifbar,15
greifbare,4
greifbaren,8
greifbarer,2
greifbarere,1
greifbarerer,1
greifbares,3
greifbarste,1
greife,13
greifen,88
greifend,2
greifende,5
greifenden,7
greifender,1
greifendes,1
greifst,1
greift,60
greinenden,1
greint,1
greise,8
greisen,13
greisenhaft,3
greisenhafte,2
greisenhafter,1
greisenhaftes,2
greisesten,1
grell,28
grellblütigen,1
grellbunte,1
grelle,6
grellem,2
grellen,13
greller,10
grellern,1
grelles,4
grellrot,1
grellrote,1
grellroten,2
grellseidenen,1
grellsten,3
grellweißen,1
grellweißer,1
grenze,1
grenzen,9
grenzend,1
grenzende,3
grenzenden,8
grenzenlos,18
grenzenlose,14
grenzenlosen,12
grenzenloser,7
grenzenloses,1
grenzenloseste,1
grenzlosen,1
grenzt,9
grenzte,8
grenzten,1
greuel,1
greuelvolle,1
greulich,6
greuliche,3
greulichem,1
greulichen,8
greulicher,2
greuliches,1
greulichsten,1
griechisch,23
griechische,108
griechischem,4
griechischen,226
griechischer,31
griechisches,4
griechischredenden,1
griente,1
griesche,1
griesches,1
griesgrauen,1
griesgrämig,1
griesgrämige,1
griff,123
griffe,1
griffen,28
griffig,1
grillenhaft,2
grimme,1
grimmen,2
grimmer,1
grimmig,8
grimmigaussehenden,1
grimmige,8
grimmigem,1
grimmigen,15
grimmiger,3
grimmiges,1
grimmigste,1
grimmigsten,1
grimmigster,1
grinsen,1
grinsend,7
grinsende,2
grinsender,1
grinsendes,1
grinst,1
grinste,4
grinsten,1
grob,32
grobe,24
grobem,3
groben,34
grober,9
grobes,5
grobgestreiften,1
grobianisch,1
grobknochige,1
grobkörnige,2
grobleinenes,1
grobmaterialistische,1
grobmechanische,1
grobpraktische,1
grobsandigen,1
grobschlächtig,1
grobschlächtigem,1
grobschlächtigen,1
grolle,1
grollen,1
grollend,3
grollende,2
grollenden,4
grollt,2
grollte,6
groote,2
gros,1
gross,25
grossartig,2
grossartige,1
grossartigen,1
grosse,124
grossem,9
grossen,159
grosser,42
grosses,14
grossgezüchtet,1
grossgünstige,1
grossmüthig,2
grossspurig,1
grossstädtische,1
grossäugigen,1
grote,2
groten,6
grotesk,9
groteske,7
groteskem,2
grotesken,11
grotesker,2
groteskeren,1
groteskesten,1
grottenähnliches,1
groupement,1
groß,517
großangelegtes,1
großartig,35
großartige,42
großartigem,1
großartigen,53
großartiger,18
großartigerem,1
großartigeren,3
großartigeres,1
großartiges,6
großartigste,2
großartigsten,17
großbritanische,1
großbritannischem,1
großbritannischen,2
großbritannisches,1
großdenkenden,1
großdenkender,1
großdeutsche,2
großdeutschen,3
große,1743
großem,117
großen,2417
großenteils,1
großer,598
großes,322
großflächige,1
großgeblümtem,1
großgedachte,1
großgedruckte,1
großgeistigen,2
großgesinnte,1
großgewachsener,1
großgezogen,5
großgezogene,2
großgezüchtet,1
großhansige,1
großherzig,3
großherzige,2
großherzigen,2
großherziger,2
großi,1
großkapitalistische,1
großlinige,1
großmächtige,1
großmächtigen,2
großmächtiger,1
großmächtigsten,1
großmächtigster,1
großmännischer,1
großmüthig,11
großmüthige,3
großmüthigen,2
großmüthiger,1
großmütig,7
großmütige,8
großmütigen,4
großmütiger,2
großmütiges,2
großmütigste,1
großmütterlichen,1
großpolitisch,1
großrussische,1
großräumiger,1
großschädelig,1
großserbischer,1
großsprecherische,1
großstädtische,1
großstädtischen,4
großstädtischer,1
großsäugt,1
großthuerische,1
großväterliche,2
großväterlichen,4
großwachsen,1
großziehen,1
großzieht,1
großzog,2
großzuziehen,1
großzügig,6
großzügige,8
großzügigen,7
großzügiger,5
großzügigere,1
großzügiges,1
großästige,1
großäugige,1
großäugigen,1
großäugiger,1
grub,13
gruben,8
grun,1
grund,2
grundbesitzenden,2
grunde,1
grundehrlich,1
grundehrlichen,1
grundehrlicher,1
grundfalsch,2
grundgelehrten,1
grundgelehrter,1
grundgute,1
grundguten,1
grundguter,1
grundgütige,1
grundhafter,1
grundlegend,3
grundlegende,7
grundlegendem,1
grundlegenden,19
grundlegender,3
grundlegendes,1
grundlos,8
grundlose,3
grundschlecht,1
grundsätzlich,19
grundsätzliche,9
grundsätzlichen,6
grundsätzlicher,1
grundumfassendste,1
grundverdorbene,1
grundverdorbener,1
grundverschieden,4
grundverschiedene,2
grundverschiedenen,2
grundverschiedener,1
grundwesentlichen,1
grunem,1
grunzen,2
grunzenden,1
gruppenweise,2
gruppenweises,1
gruppieren,5
gruppiert,11
gruppierten,4
gruppirt,1
gruselige,2
gruseligem,1
gruseliger,1
grâce,1
gräbt,6
gräflich,1
gräfliche,3
gräflichen,12
gräfliches,2
gräme,2
grämen,4
grämisch,1
grämlich,4
grämlichen,2
grämt,2
grämte,3
gränzenlos,2
gränzenlose,1
gränzenlosen,1
gränzenloses,1
gränzte,1
grässlich,1
grässlichen,2
gräuelvolle,1
gräulichen,1
gräzisierend,1
gräßlich,9
gräßliche,3
gräßlichen,19
gräßlicher,3
gräßlicheren,1
gräßliches,1
gräßlichsten,3
grèves,1
gröber,6
gröbere,3
gröberen,6
gröberer,1
gröberes,1
gröbern,3
gröblich,4
gröbliche,1
gröblichste,1
gröblichsten,1
gröblichster,1
gröbste,5
gröbsten,12
gröhlend,2
grölende,1
grölenden,1
grölte,1
grönländische,3
grönländischen,4
gröschte,1
grösser,18
grössere,21
grösserem,2
grösseren,12
grösserer,7
grösseres,1
grössern,2
grösseste,2
grössesten,8
grösste,27
grössteTheil,1
